,RIO LN Equity,,,,,,,GLEN LN Equity,,,,,,,AAL LN Equity,,,,,,,ANTO LN Equity,,,,,,,EVR LN Equity,,,,,,,BHP LN Equity,,,,,,
,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO
25/05/2009,2275.917,2327.135,2240.394,2287.482,5276929,9221,12.8403,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1603.509,1628.393,1577.63,1617.444,7136116,4128,5.9324,570,603,562,591.5,4918963,53.9,5.4394,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
26/05/2009,2218.915,2299.047,2180.915,2274.264,7054492,9221,12.7822,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1587.583,1626.402,1547.769,1612.467,7810765,4128,5.9215,585.5,600.5,570.5,599,2781452,53.9,5.5153,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
27/05/2009,2270.134,2328.787,2223.872,2261.047,5385306,9221,12.8035,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1625.407,1677.165,1613.462,1665.221,8276168,4128,6.1613,604.5,614,595.5,598.5,2786281,53.9,5.5522,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
28/05/2009,2193.306,2282.525,2183.393,2276.743,5574142,9221,12.7559,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1625.407,1689.109,1622.421,1681.146,6672835,4128,6.1544,595,603.5,583,598,3029856,53.9,5.4888,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
29/05/2009,2304.83,2414.702,2258.568,2313.091,11424831,9221,13.1766,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1697.072,1782.672,1671.193,1768.737,11454897,4128,6.5835,609.5,643,601.5,629,6501698,53.9,5.87,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
01/06/2009,2387.441,2504.747,2356.049,2463.442,6570720,9221,14.2902,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1810.542,1921.026,1809.546,1901.118,11107013,4128,7.2059,647,683,643.5,666,4624193,53.9,6.3292,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
02/06/2009,2431.224,2539.444,2417.18,2522.096,6472234,9221,14.7345,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1880.216,1898.132,1803.574,1889.174,14382818,4128,7.2115,656.5,674,649,670.5,3788884,53.9,6.4173,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
03/06/2009,2539.444,2539.444,2399.832,2405.615,7854236,9221,13.8156,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1890.17,1899.128,1734.895,1776.7,9038976,4128,6.6671,670.5,679.5,629,639.5,2886995,53.9,6.0168,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
04/06/2009,2363.484,2427.92,2164.392,2247.003,24783449,9221,12.77,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1767.742,1791.63,1693.09,1743.853,9106747,4128,6.4756,643,645,610.5,619.5,3330788,53.9,5.7677,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
05/06/2009,2437.007,2627.837,2418.006,2479.138,28543212,9221,14.0149,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1821.491,1870.263,1793.621,1848.365,12868353,4128,6.8275,640.5,681.5,639,657,3941299,53.9,6.0846,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
08/06/2009,2456.007,2457.659,2340.353,2416.354,10441615,9221,13.6574,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1827.463,1830.449,1733.9,1761.769,6626588,4128,6.5064,655,658,624.5,643,3031036,53.9,5.9538,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
09/06/2009,2401.484,2475.834,2391.571,2438.659,7445098,9221,14.0002,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1769.732,1801.584,1728.923,1763.76,7265892,4128,6.6161,649.5,665,642.5,649,2626963,53.9,6.1039,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
10/06/2009,2508.052,2634.446,2490.704,2600.575,15188044,9221,14.9747,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1800.588,1854.337,1772.718,1786.653,10034731,4128,6.7222,664.5,698,664,679,5019597,53.9,6.4053,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
11/06/2009,2602.228,2635.272,2503.095,2608.01,7159189,9221,15.2217,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1804.57,1808.551,1744.849,1753.807,6453935,4128,6.6883,679.5,705.5,663.5,703.5,3958690,53.9,6.7266,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
12/06/2009,2593.967,2602.228,2515.487,2574.14,7217837,9221,14.9686,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1766.746,1768.737,1684.132,1720.96,6301345,4128,6.5389,699.5,700,661,673.5,3289539,53.9,6.416,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
15/06/2009,2500.617,2517.965,2385.788,2395.702,8350078,9221,13.7528,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1709.016,1709.016,1669.202,1685.128,7027260,4128,6.3208,669.5,669.5,629,633,5050614,53.9,5.953,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
16/06/2009,2410.571,2415.528,2301.526,2337.048,12393310,9221,13.5224,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1692.095,1706.03,1632.374,1671.193,6556966,4128,6.3182,636.5,644.5,622,630,3628608,53.9,5.9718,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
17/06/2009,2325,2335,2128,2154,17525911,9221,12.3918,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1617.444,1641.332,1532.839,1566.681,11015563,4128,5.8891,615.5,616.5,575,589,6229125,53.9,5.5512,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
18/06/2009,2172,2179,2044,2049,18775109,9221,11.8405,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1557.723,1608.486,1546.774,1573.648,12763119,4128,5.9418,594,603,576.5,583,3564104,53.9,5.5192,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
19/06/2009,2056,2102,2030,2095,28981398,9221,12.1691,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1586.588,1635.36,1571.658,1615.453,9183239,4128,6.1313,585,601.5,582,597,6472488,53.9,5.681,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
22/06/2009,2095,2143,2002,2014.5,19562690,9221,11.622,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1811.537,1816.514,1677.165,1690.104,26628429,4128,6.371,600,600.5,555,555,4714553,53.9,5.2455,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
23/06/2009,1990,2043,1969,2019,25806487,9221,11.7134,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1638.346,1722.453,1602.514,1644.318,15601797,4128,6.2333,556,590,546.5,576.5,5170292,53.9,5.4793,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
24/06/2009,2060,2132.5,2057,2131,24801245,9221,12.3602,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1680.648,1819.997,1675.672,1811.537,16604353,4128,6.8655,583,598,578,595.5,3981613,53.9,5.6585,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
25/06/2009,2137.5,2142,2060,2080,14529602,9221,11.9933,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1796.607,1829.453,1752.811,1822.486,9261858,4128,6.8662,593,596.5,576.5,587,3310471,53.9,5.5449,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
26/06/2009,2115,2127,2024.5,2060,12662104,9221,12.0145,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1839.407,1857.821,1769.732,1795.611,8834710,4128,6.8428,592,603.5,585,589,3170694,53.9,5.6277,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
29/06/2009,2065,2160,2024,2153,18591465,9221,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2317,#N/A N/A,1803.574,1819.002,1747.835,1804.57,6244301,4128,6.8806,588.5,599.5,583,598,3906467,53.9,5.7168,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,9177,#N/A N/A
30/06/2009,2173.5,2183,2100,2105,8403989,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1829.951,1829.951,1721.458,1755.3,7770318,4369,8.8921,597.5,606,586.5,587.5,2984933,598.1,8.2969,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
01/07/2009,2138.5,2195.5,2121,2158,8433515,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1775.704,1827.96,1775.704,1823.979,7545495,4369,9.2619,593.5,627,591,624.5,2783781,598.1,8.8403,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
02/07/2009,2135,2149,2005.5,2035,14641823,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1808.551,1823.481,1714.49,1717.974,6448579,4369,8.6702,622.5,631.5,591.5,598.5,3592546,598.1,8.4204,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
03/07/2009,2045.5,2066,1931.5,2026,6934849,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1716.979,1730.914,1687.118,1705.532,3671829,4369,8.5675,604,614.5,582.5,598.5,2858935,598.1,8.3814,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
06/07/2009,1985,2003.5,1878,1885,13161007,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1684.132,1693.09,1609.481,1620.927,6548843,4369,8.0887,598,599.5,561,566.5,2780161,598.1,7.8808,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
07/07/2009,1920,1982,1885.5,1920,9417859,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1641.83,1700.555,1615.453,1619.932,7168424,4369,8.0473,570,593.5,568.5,577,2667602,598.1,7.9907,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
08/07/2009,1965,1968.5,1886,1895.5,9988255,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1626.402,1633.369,1550.258,1556.23,8604145,4369,7.661,578.5,592.5,571,575.5,3048212,598.1,7.8979,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
09/07/2009,1940,1991,1921.5,1967,9729380,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1586.09,1649.793,1582.606,1643.323,8008291,4369,8.2646,584,598,572.5,590.5,3115470,598.1,8.279,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
10/07/2009,1940,1944.5,1895,1901.5,7437873,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1628.89,1676.169,1622.918,1646.807,7911733,4369,8.2036,589.5,598,582.5,588,2060620,598.1,8.1658,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
13/07/2009,1873,1937.5,1822,1922,8164759,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1642.327,1691.597,1606.993,1691.1,5394121,4369,8.4128,584.5,590.5,568.5,587,2368140,598.1,8.1408,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
14/07/2009,1985,2025,1960,2019.5,10168498,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1706.03,1747.835,1704.039,1739.872,6173695,4369,8.7186,594,629.5,593.5,625,4749608,598.1,8.7311,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
15/07/2009,2067,2121,2051.5,2104.5,8673221,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1747.835,1791.63,1738.876,1791.63,6062958,4369,9.048,626,647.5,623,647.5,2560027,598.1,9.1159,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
16/07/2009,2116,2122,2057.5,2080.5,5816676,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1787.151,1791.132,1727.43,1750.821,5079204,4369,8.8425,644.5,653,637,649,3484302,598.1,9.1376,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
17/07/2009,2129.5,2169,2087.5,2154,10085098,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1774.211,1811.537,1754.304,1798.597,5625913,4369,9.0433,658,679,653,671,3435399,598.1,9.4053,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
20/07/2009,2211,2288.5,2190,2233,8597167,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1814.025,1833.932,1773.714,1780.681,4130660,4369,9.0557,675.5,695,670,689.5,2985634,598.1,9.7752,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
21/07/2009,2261.5,2300,2217.5,2284,11517753,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1789.639,1867.277,1759.779,1853.839,6354176,4369,9.3548,692.5,713.5,683.5,707,2980229,598.1,9.9457,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
22/07/2009,2300,2321,2225,2315,7353881,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1841.895,1853.839,1807.556,1836.421,5911157,4369,9.307,705.5,707.5,683,700,5877250,598.1,9.8899,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
23/07/2009,2350,2421,2327,2410,9939686,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1846.374,1936.951,1845.379,1928.988,5429601,4369,9.8248,690,735,686,731.5,3038330,598.1,10.3864,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
24/07/2009,2382,2480,2355.5,2430,6474913,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1905.1,1930.979,1886.686,1907.091,5053867,4369,9.6428,727.5,760.5,718.5,750,6439840,598.1,10.5719,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
27/07/2009,2485,2485.5,2406,2452.5,5325305,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1939.937,1947.9,1878.723,1916.546,4115892,4369,9.7266,759.5,791.5,736,767.5,4340066,598.1,10.8587,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
28/07/2009,2472.5,2480,2335.5,2338,6915299,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1926.998,1944.416,1826.965,1826.965,4342458,4369,9.2276,765,772.5,717.5,717.5,4207195,598.1,10.1027,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
29/07/2009,2300,2376.5,2272,2296,7016680,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1793.621,1841.895,1778.193,1814.523,4639590,4369,9.1552,709,723,676,708.5,2770504,598.1,9.9656,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
30/07/2009,2342,2483,2336.5,2462,8356475,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1810.542,1921.026,1810.542,1896.639,5171534,4369,9.6215,723,769.5,713,762.5,2681893,598.1,10.7834,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
31/07/2009,2470,2525,2437.5,2489,6033933,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1926.002,1940.933,1861.305,1921.026,6100783,4369,9.8688,759.5,778,737,757,2536559,598.1,10.8413,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
03/08/2009,2496,2634,2466,2610,7442856,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1921.026,2014.588,1901.118,2013.593,8151474,4369,10.5029,762,805.5,760.5,797,2992587,598.1,11.5892,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
04/08/2009,2593.5,2727,2503.5,2570,6522671,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1988.709,2016.579,1917.044,1961.835,4975027,4369,10.2329,791,800,752.5,762,4330060,598.1,11.0802,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
05/08/2009,2477,2607.5,2477,2523,6743131,5032,12.5637,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1301,#N/A N/A,1940.933,2013.095,1917.044,1984.23,6362017,4369,10.3894,762,767,744,754.5,2573781,598.1,11.0132,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6497,#N/A N/A
