,RIO LN Equity,,,,,,,GLEN LN Equity,,,,,,,AAL LN Equity,,,,,,,ANTO LN Equity,,,,,,,EVR LN Equity,,,,,,,BHP LN Equity,,,,,,
,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME,EBITDA,PE_RATIO
04/01/2019,3707.5,3810.5,3684,3793.5,3771125,13251,6.0578,275.55,285.5,272.75,284.2,42456277,6887,15.3863,1708.22,1755.399,1694.484,1748.233,4686607,4926,7.9413,757.8,790.8,748.8,785.6,2211947,1260.9,19.9992,450,470.2,435.5,469.2,2884513,1840,3.583,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
07/01/2019,3836.5,3871.5,3804,3831,3530141,13251,6.1407,289.1,290.5,284.8,287.35,29910729,6887,15.6156,1775.107,1786.056,1737.682,1762.566,3207427,4926,8.0366,793.2,810.6,786.6,809.4,2110135,1260.9,20.6828,475.3,484.5,472.5,475.4,2784907,1840,3.6441,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
08/01/2019,3813.5,3901,3811,3861.5,3295883,13251,6.1654,285.4,292.5,283.7,288.9,26326232,6887,15.6383,1749.029,1772.121,1734.895,1746.839,3725163,4926,7.9338,795,820.8,794,813.6,1888316,1260.9,20.7087,473.7,479.3,466.4,474.5,1557633,1840,3.6229,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
09/01/2019,3911.5,3941.5,3880.5,3905.5,3858457,13251,6.2611,294,299.7,292.95,293.15,39093448,6887,15.9332,1777.695,1820.694,1767.343,1797.801,4183365,4926,8.1986,832.4,862.4,826.8,846.6,3762654,1260.9,21.6367,484.9,498.5,481.6,488.9,2363776,1840,3.7481,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
10/01/2019,3891.5,3903.5,3835,3882.5,3082486,13251,6.2121,294.8,295.3,287.85,295.15,25313098,6887,16.0106,1797.602,1808.352,1766.149,1799.792,3902014,4926,8.1916,846.2,846.2,826.2,843.6,1822227,1260.9,21.5179,490.6,495.6,482.7,490,1547068,1840,3.7492,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
11/01/2019,3900,3965.5,3859.5,3867.5,2886277,13251,6.241,296.1,299.9,291.75,295.65,35228742,6887,16.1748,1811.537,1836.421,1789.44,1806.162,3702576,4926,8.2909,850,866.2,831.2,836.2,2153795,1260.9,21.5115,490.4,496,482.7,484.1,1760446,1840,3.7357,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
14/01/2019,3834,3885.5,3818.5,3861,2186639,13251,6.245,292.5,295,288.55,291.3,23824513,6887,15.974,1774.709,1794.616,1760.177,1774.112,2724349,4926,8.1627,825,830,805.6,814.4,1910429,1260.9,20.9995,483.8,490.8,480,484.4,1248488,1840,3.7468,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
15/01/2019,3911.5,3945.5,3874,3902,2595522,13251,6.2335,294.95,298.6,290.5,291.75,26514628,6887,15.8013,1800.986,1813.727,1767.343,1786.653,2956885,4926,8.119,828.2,838,809.6,826.2,1336984,1260.9,21.041,488.3,493.7,476.6,477.1,1418038,1840,3.6448,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
16/01/2019,3929.5,3943,3857,3879,2452143,13251,6.2561,294.85,296.25,287.9,287.9,37963629,6887,15.7422,1802.38,1803.176,1760.973,1775.704,2408409,4926,8.1466,836.6,836.6,813.2,823.2,1583245,1260.9,21.1655,483,488.6,456.2,460,1886177,1840,3.5478,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
17/01/2019,3875.5,3915,3841,3897,2665651,13251,6.3385,289,291.7,287.4,290.25,30003631,6887,16.0053,1764.556,1786.056,1758.186,1781.677,1869331,4926,8.2433,815,829.4,810.6,823.6,1042379,1260.9,21.3554,454.9,460.4,454.9,459.1,966392,1840,3.5709,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
18/01/2019,3948.5,3968,3891,3925,5020303,13251,6.3471,293.85,302.35,293.25,297.75,44128162,6887,16.3239,1805.565,1823.68,1801.982,1812.731,4664901,4926,8.3385,821,860,815.2,854.8,2557078,1260.9,22.0361,461.6,469.8,461.6,466,1395780,1840,3.6036,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
21/01/2019,3900,3940,3900,3931,1570569,13251,6.3612,297.95,299.7,295.45,296.05,16382174,6887,16.242,1809.546,1819.898,1803.972,1806.56,2090547,4926,8.3159,852.8,852.8,827.4,830.6,1029885,1260.9,21.4272,466.6,474.5,460.2,463.8,1111977,1840,3.5891,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
22/01/2019,3870,3894,3808.5,3845.5,3007639,13251,6.2557,291.85,294.6,287.45,289.95,29214882,6887,15.9912,1783.269,1803.375,1778.89,1787.649,2725703,4926,8.2722,821,831.6,809,813.8,1316755,1260.9,21.1045,462.3,462.3,446.9,447.6,1534765,1840,3.482,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
23/01/2019,3816.5,3831.5,3755,3761.5,3428595,13251,6.1672,288,291.25,286.05,286.65,26343323,6887,15.9336,1783.269,1800.19,1771.325,1792.426,3326943,4926,8.3596,820,820.2,798,801,1898895,1260.9,20.936,449.9,466,442.9,455.5,1866446,1840,3.5713,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
24/01/2019,3760,3793,3750,3765,3278895,13251,6.1498,286.9,289.95,285.55,288.15,23602996,6887,15.9569,1791.63,1795.014,1766.746,1784.065,3868831,4926,8.2894,799.2,811.8,796,797.8,1789153,1260.9,20.7742,454.8,466.6,452.4,463.6,1473907,1840,3.6212,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
25/01/2019,3779,3892.5,3775.5,3878,3478279,13251,6.4117,290.45,300.45,290.45,297.5,37624440,6887,16.6759,1799.195,1877.031,1795.412,1856.328,5249594,4926,8.7305,804.4,833.2,804.4,827.2,1678945,1260.9,21.8028,465,473.3,463.2,473.3,1655678,1840,3.7421,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
28/01/2019,3980,3998,3903.5,3944.5,4750094,13251,6.5182,296.5,302.25,288.85,291.45,29891996,6887,16.3281,1873.249,1885.79,1830.648,1855.531,5654974,4926,8.7221,826.2,831.4,798.8,813.4,2405914,1260.9,21.4277,473.3,490.3,471.3,473.7,1609848,1840,3.7433,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
29/01/2019,3958,4080,3945,4077.5,5452819,13251,6.7216,293.2,300.35,292.15,297.05,30154161,6887,16.6014,1855.93,1879.619,1838.212,1842.791,3027342,4926,8.6412,820.2,837.8,817.8,821,1610502,1260.9,21.5754,479.5,485,474.1,479.6,1087552,1840,3.7807,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
30/01/2019,4200,4206,4120,4133.5,5979627,13251,6.775,301,308.4,300,305.25,42041918,6887,16.9623,1882.008,1907.29,1868.073,1890.17,5858418,4926,8.8128,825.8,840.8,820.6,832.6,1905052,1260.9,21.7553,486.2,489.1,483.8,486.8,1215273,1840,3.8156,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
31/01/2019,4150,4209,4137.5,4187.5,4927975,13251,6.895,306.3,311.95,305,309.45,36892013,6887,17.2747,1921.026,1951.682,1911.271,1933.766,6706941,4926,9.0575,838.4,876.8,836,869.8,3094226,1260.9,22.8317,487.7,502.4,487,498.2,1718911,1840,3.9229,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
01/02/2019,4210,4262.5,4194.5,4230,3575173,13251,6.9454,305.1,310.6,302.25,306.2,46055617,6887,17.0451,1946.905,1981.742,1942.127,1975.969,3841668,4926,9.229,865,886.8,862.6,883.4,1968437,1260.9,23.1233,499.3,515.2,494.9,507.6,1534541,1840,3.9856,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
04/02/2019,4153,4267,4153,4267,5441081,13251,6.9842,301.45,304.3,299.75,301.75,34857974,6887,16.7447,1969.2,1985.723,1937.747,1950.886,5005914,4926,9.0833,879.2,885.2,869.8,881.8,2598206,1260.9,23.0091,510.8,512.8,503.8,511.2,1647624,1840,4.0013,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
05/02/2019,4334.5,4335.5,4287.5,4303,4164025,13251,6.9902,303.4,307.95,302.95,303.7,30771378,6887,16.7263,1964.622,1974.774,1950.687,1960.839,4951496,4926,9.0611,900,907.4,890.8,894.6,2148364,1260.9,23.1677,516,521.8,511,514.4,1445013,1840,3.9961,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
06/02/2019,4304,4345,4277,4298.5,3317590,13251,6.9861,305,306.7,302.15,305.3,32296475,6887,16.8222,1962.83,1971.589,1945.909,1959.446,2488930,4926,9.0588,895.4,902.8,878,894.6,1789031,1260.9,23.1784,517.6,529.6,515,528,1308095,1840,4.1036,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
07/02/2019,4333,4351.5,4267,4267,3956299,13251,6.9413,303.35,305.05,297.3,297.3,26225314,6887,16.3966,1953.275,1965.02,1937.946,1939.937,3748165,4926,8.977,887.6,894.6,875.6,875.6,1395405,1260.9,22.7072,528.2,531.4,518.6,520.6,1014192,1840,4.0499,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
08/02/2019,4230,4303.5,4230,4265,3541874,13251,6.9199,294.95,300.4,292.05,292.05,30037358,6887,16.0648,1921.026,1945.312,1910.475,1925.803,3443130,4926,8.8882,871.4,881.4,869.6,871.4,1146651,1260.9,22.539,520,527.4,516.4,517.6,1327668,1840,4.016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
11/02/2019,4317,4335,4272.5,4287,3388671,13251,6.9131,293.75,296.75,288.6,289.85,31916240,6887,15.8464,1941.331,1948.497,1890.369,1903.706,3654579,4926,8.7325,870,873.6,831.8,840.4,2965596,1260.9,21.6044,528.2,530.8,523.4,525.8,1361866,1840,4.0547,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
12/02/2019,4323.5,4331,4268.5,4294.5,4008784,13251,6.9457,293.3,294.8,289.8,291.7,27765813,6887,15.9947,1917.84,1917.84,1889.373,1893.952,3425304,4926,8.7135,842.8,861.6,837,838.4,1719175,1260.9,21.6167,530,531,525.2,529.6,1328838,1840,4.0961,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
13/02/2019,4300,4378.5,4292.5,4354.5,3744455,13251,7.0241,293.65,300.2,293.55,298.4,29604977,6887,16.3189,1906.294,1943.52,1901.118,1932.572,3852341,4926,8.8677,847,867,844.8,863.2,1447249,1260.9,22.1974,527.8,539.4,526.4,533.4,1566330,1840,4.1146,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
14/02/2019,4375,4398,4320,4347.5,3055752,13251,6.9856,300.6,301,295.85,297.1,19734399,6887,16.1846,1935.956,1935.956,1898.73,1915.053,2319020,4926,8.7531,867.2,876,855.2,867.2,1291061,1260.9,22.2135,530,531,520,520.2,1474877,1840,3.9971,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
15/02/2019,4316,4427,4310.5,4398,3613754,13251,7.102,294.5,304.9,294,303.65,38863867,6887,16.6241,1904.503,1956.46,1896.142,1942.127,3264495,4926,8.9212,852,883.2,852,873.2,1180749,1260.9,22.479,521.4,542.2,519,534,1171531,1840,4.1237,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
18/02/2019,4400,4410,4360.5,4367.5,2507935,13251,7.084,304.5,306.5,302.3,303.15,21336058,6887,16.6702,1959.844,1960.839,1931.178,1932.97,2393045,4926,8.9185,878.6,885.4,867.2,878.2,1418918,1260.9,22.7079,533.8,537.8,530.6,535.2,974684,1840,4.1513,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
19/02/2019,4355.5,4411.5,4343,4404,2891987,13251,7.2178,301.95,303.9,296.35,302.75,30435848,6887,16.8221,1926.799,1963.626,1926.799,1945.511,2834584,4926,9.0701,873.2,895.6,871.4,890,2070332,1260.9,23.2533,533,537.2,532.4,535.8,1176309,1840,4.1993,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
20/02/2019,4440,4465,4366.5,4449,3297824,13251,7.3061,300.5,312.2,298.45,310.45,61272035,6887,17.2843,1969.798,2020.56,1944.317,2010.607,5618874,4926,9.3922,900,935.4,895,935.4,3378533,1260.9,24.4882,534.2,539.4,525.4,537,2577428,1840,4.2171,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
21/02/2019,4420,4452.5,4354.5,4392,2873462,13251,7.1849,308.45,309,299.7,300.5,36670831,6887,16.6664,2025.537,2025.537,1970.992,1980.547,4539548,4926,9.2165,932.4,938.2,922.6,929.2,2081718,1260.9,24.2329,536,542.6,528.2,531.4,1999048,1840,4.1572,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
22/02/2019,4423.5,4478,4423.5,4465,3352839,13251,7.3217,303,311.5,303,308.85,43133634,6887,17.1702,1997.17,2060.375,1975.372,2047.435,4743778,4926,9.5504,938.6,950.6,934.6,946,1743590,1260.9,24.7297,538,555,536,550.2,1567953,1840,4.3145,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
25/02/2019,4480,4489,4390,4425,3446472,13251,7.2644,311,317.7,305,305.3,45054677,6887,16.9924,2065.351,2068.835,1997.667,2029.519,4648350,4926,9.4777,957.6,972.6,949.2,966.2,3593476,1260.9,25.2867,549,561.6,548.8,556.6,1507348,1840,4.3697,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
26/02/2019,4394,4411,4345,4386,3367776,13251,7.2934,304.7,307.95,299.75,307,32335119,6887,17.3077,2005.133,2047.435,1983.533,2041.961,3858312,4926,9.659,957.8,973.6,950,968.8,2806924,1260.9,25.6823,558.6,561.4,552.8,561,1681823,1840,4.4611,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
27/02/2019,4450,4479.5,4386,4425,4303069,13251,7.386,305,312.25,303.1,308.65,44297342,6887,17.4664,2025.537,2042.458,2011.105,2020.56,5983301,4926,9.5938,960.2,975.8,957.6,964.4,2265249,1260.9,25.6621,554.6,561,547.4,556.4,1626883,1840,4.4412,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
28/02/2019,4380,4380,4306,4336,5116373,13251,7.2179,305.95,306.3,302.3,303.95,41359843,6887,17.1538,2007.621,2011.105,1985.126,1994.184,4423593,4926,9.4429,952.8,953.2,933,936.8,2668799,1260.9,24.8602,560,570.6,543.6,564.6,2666894,1840,4.4945,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
01/03/2019,4365,4387.5,4350.5,4356,2606066,13251,7.2179,305,306.85,303.4,304.4,28040719,6887,17.1003,2012.1,2018.072,1990.7,1990.7,2412540,4926,9.3831,945.6,958,939.2,943.2,1921435,1260.9,24.915,559,575.6,551.6,574.4,2459693,1840,4.5515,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
04/03/2019,4405,4438,4384.5,4395.5,2442957,13251,7.2706,305.65,306.85,304.2,305.2,28714720,6887,17.1153,2005.63,2022.551,1989.904,1996.672,2411574,4926,9.3949,946.4,954,940.8,941.6,962102,1260.9,24.8294,582.8,585.8,576,581.8,1537148,1840,4.6021,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
05/03/2019,4410,4450.5,4390,4441.5,2329382,13251,7.33,305.3,307.6,303.95,305.95,19091351,6887,17.1183,1993.188,2015.584,1988.112,2008.616,3862265,4926,9.4296,944.4,957.2,940.2,952.4,1024743,1260.9,25.057,583.8,593.2,581.2,591.8,1882353,1840,4.6705,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
06/03/2019,4436,4480,4434.5,4478,4651741,13251,7.3975,305.4,310.8,305.3,309.45,21519334,6887,17.3313,2010.109,2038.974,2009.612,2030.016,2415694,4926,9.5394,951.8,968,949.8,967.2,2786011,1260.9,25.4716,588.2,612.4,588.2,610,5625452,1840,4.8189,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
07/03/2019,4161,4175,4107.5,4144.5,4384642,13251,6.8279,307.2,307.9,301.55,302.95,31200522,6887,16.9208,2014.588,2027.528,2002.147,2023.547,4329635,4926,9.483,954.4,962.4,947.8,961.6,1925954,1260.9,25.2548,578.4,585.8,568.4,580.8,2593187,1840,4.5757,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
08/03/2019,4100,4121,4059.5,4120,4359120,13251,6.726,298,300.2,293,296.95,35042472,6887,16.4354,1996.672,2006.626,1960.043,1977.76,4215631,4926,9.1845,947.4,947.4,911.2,923.4,2219082,1260.9,24.0318,573.2,581.2,568.8,579.8,1952942,1840,4.5264,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
11/03/2019,4143,4183.5,4120,4150.5,1959193,13251,6.8461,298.15,303.6,298.15,302.15,23746195,6887,16.8967,1993.686,2009.612,1980.149,1994.184,2320204,4926,9.3568,928.8,945,928.8,940,909182,1260.9,24.7176,584,596.4,583.6,595.2,1515688,1840,4.6949,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
12/03/2019,4169,4188.5,4128.5,4170,3619111,13251,6.8401,304.9,305.45,301.7,304,42141763,6887,16.9058,1995.677,1996.174,1972.983,1987.913,4246993,4926,9.2756,941,946.6,924.2,928.6,2360498,1260.9,24.2823,600,611.2,597.6,611,3239924,1840,4.7927,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
13/03/2019,4143,4199,4139.5,4182.5,3379700,13251,6.9293,302,309.4,302,307.3,38817385,6887,17.2605,1973.182,2009.612,1973.182,2007.123,4519231,4926,9.4591,920.6,943,920.6,934,1705294,1260.9,24.6682,607.2,620,607,619.2,2851675,1840,4.9057,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
14/03/2019,4172,4191.5,4136.5,4169,2745958,13251,6.9357,306.15,309.15,303.85,306.25,37374638,6887,17.2732,1984.728,1984.728,1930.382,1934.164,3708645,4926,9.1532,928.2,937.2,913.6,920,1807636,1260.9,24.3997,615.4,627.2,615.4,621,2773031,1840,4.9405,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
15/03/2019,4183,4205,4151,4151,5567058,13251,6.9198,307.3,310,305.45,305.45,53030141,6887,17.2632,1941.53,1951.284,1926.002,1929.984,3762775,4926,9.152,926.8,934.2,923.2,923.6,2377362,1260.9,24.5451,624.4,631.8,617,618.4,3815255,1840,4.9298,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
18/03/2019,4234,4278.5,4209,4267,3181599,13251,7.0859,305.5,312.75,305.5,310.8,25078374,6887,17.4981,1944.715,1980.747,1942.724,1969.997,2864122,4926,9.3059,929.2,944.4,928.6,939.6,3461630,1260.9,24.8744,620,634.8,620,630,2797506,1840,5.003,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
19/03/2019,4278.5,4342,4274.5,4305,2657838,13251,7.1679,312,321.85,311.7,320.15,37904030,6887,18.0722,1972.983,2000.654,1972.983,1996.174,3230512,4926,9.4545,960,985.2,951.4,965.6,2410342,1260.9,25.6303,595,606,583.4,606,6962484,1840,4.8251,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
20/03/2019,4110,4240,4109.5,4204,4125311,13251,6.9544,315.4,319,310.2,316.95,41865135,6887,17.7756,1947.104,1994.681,1943.122,1983.932,3776017,4926,9.3356,943.6,963,918.8,958.2,6712956,1260.9,25.2691,601.4,606.8,594.6,598.6,3520037,1840,4.7353,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
21/03/2019,4285,4311,4256.5,4282.5,2821272,13251,7.0187,321.5,325.35,318.85,318.85,32141702,6887,17.7167,2013.593,2039.472,2004.635,2009.114,3116069,4926,9.3666,971,993,965.6,977.2,2108592,1260.9,25.5316,600,613.8,600,608,3075920,1840,4.7652,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
22/03/2019,4290,4312,4215.5,4231,2506039,13251,7.0086,320.8,321.7,310.85,311.35,27885846,6887,17.4854,2010.607,2015.086,1948.895,1953.076,3346570,4926,9.203,979.8,983.8,935.2,937.4,2233456,1260.9,24.7543,608,614.6,592,594.4,2219946,1840,4.7085,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
25/03/2019,4208,4303,4187.5,4299.5,3164499,13251,7.1124,308,313.55,306.6,310.1,23295850,6887,17.3914,1930.979,1952.08,1908.086,1947.9,3269121,4926,9.1661,930,945.2,909.6,938.2,2083254,1260.9,24.7416,597.6,597.6,582,594.8,1665360,1840,4.7053,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
26/03/2019,4305,4336,4272.5,4312.5,2718880,13251,7.155,310.8,313.8,308.25,308.6,24885482,6887,17.3585,1957.654,1989.506,1951.483,1984.33,3478694,4926,9.3651,923.2,950,923.2,941.6,1438041,1260.9,24.9048,606,614,605.2,610.2,1443012,1840,4.8414,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
27/03/2019,4344,4379,4319,4334.5,2811873,13251,7.1898,310.1,312.5,307.35,308.7,21522377,6887,17.3602,1995.179,2004.137,1963.427,1972.983,2665622,4926,9.3095,948.6,948.6,917.2,923.4,2079137,1260.9,24.4178,615,618.6,607.6,614.8,2321385,1840,4.8768,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
28/03/2019,4375,4419.5,4364,4383.5,2948044,13251,7.1903,310.55,314.35,309.85,311.6,21258426,6887,17.3284,1989.506,2001.649,1978.955,1982.936,2626410,4926,9.2524,933.6,944,926.6,932.4,1628186,1260.9,24.3816,616.4,624.6,615.4,616,1374301,1840,4.8319,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
29/03/2019,4479,4496.5,4446,4461,3730362,13251,7.2732,317,319.6,315.9,317.95,34667905,6887,17.5747,2024.044,2047.933,2011.105,2043.951,4347349,4926,9.4794,956.6,972.6,948.6,966,1925265,1260.9,25.1076,616.4,622,609.2,620.4,2306141,1840,4.837,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
01/04/2019,4567,4603.5,4532.5,4566,4144703,13251,7.5166,322.05,329.8,322.05,326.2,44887741,6887,18.2056,2080.282,2101.682,2064.356,2091.728,4654510,4926,9.7951,977.4,1002,972.6,994,2198869,1260.9,26.0859,624.6,640.6,624.6,640,2709041,1840,5.0382,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
02/04/2019,4555,4613,4541,4604.5,2883422,13251,7.5557,328.95,329.45,323.8,328,30865310,6887,18.2474,2109.147,2128.058,2091.728,2126.565,4116314,4926,9.9263,994.8,1003.5,987.4,994.8,2348160,1260.9,26.0233,640.6,643.2,625.2,636.4,2063075,1840,4.9939,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
03/04/2019,4649,4664,4610.5,4639,3695374,13251,7.6664,330,334.75,329.65,333.05,33010080,6887,18.6601,2140.5,2169.863,2133.035,2154.933,4084278,4926,10.1303,1009,1018,984.2,993.8,2380108,1260.9,26.182,640.6,651.2,638.4,644,2228014,1840,5.0894,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
04/04/2019,4592,4604,4575.5,4588.5,2919396,13251,7.5323,331.85,331.85,327.45,328.7,40307186,6887,18.2934,2138.012,2148.463,2125.072,2127.561,3845849,4926,9.9348,987,990,966.8,980.4,2045222,1260.9,25.6564,646.2,646.8,631.6,638,1437616,1840,5.0083,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
05/04/2019,4610,4679.5,4610,4664.5,2391584,13251,7.6178,329.3,333.4,329.3,332.25,23603424,6887,18.3962,2130.049,2185.291,2120.096,2174.342,3053815,4926,10.1012,979.8,998.2,976.8,992.2,1676672,1260.9,25.8322,636.4,650,632.2,650,1547617,1840,5.0764,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
08/04/2019,4685,4718,4664.5,4718,2448590,13251,7.7313,333,334.9,330.9,331,24474242,6887,18.389,2180.812,2196.24,2174.84,2196.24,2251445,4926,10.2375,997.6,1007.5,991.6,997,2000886,1260.9,26.045,650,657.8,646.2,646.8,2084342,1840,5.0685,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,10105,#N/A N/A
