,GBPUSD BGN Curncy,,,
,#NAME?,#NAME?,#NAME?,#NAME?
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST
03/05/2013,1.5535,1.5602,1.5481,1.5574
06/05/2013,1.5568,1.5599,1.5521,1.5539
07/05/2013,1.5539,1.5552,1.5447,1.5484
08/05/2013,1.5484,1.5592,1.5471,1.5534
09/05/2013,1.5534,1.5588,1.5426,1.5449
10/05/2013,1.5449,1.5458,1.5314,1.5358
13/05/2013,1.5359,1.5385,1.5278,1.5299
14/05/2013,1.5299,1.5331,1.5207,1.5209
15/05/2013,1.5209,1.5273,1.5174,1.5234
16/05/2013,1.5234,1.5322,1.5198,1.527
17/05/2013,1.527,1.5286,1.5158,1.5169
20/05/2013,1.5173,1.5281,1.5164,1.5255
21/05/2013,1.5255,1.5277,1.5113,1.5154
22/05/2013,1.5154,1.5174,1.502,1.505
23/05/2013,1.505,1.5129,1.5014,1.5107
24/05/2013,1.5107,1.5143,1.5064,1.5127
27/05/2013,1.5131,1.5156,1.5087,1.5099
28/05/2013,1.5099,1.5135,1.5027,1.504
29/05/2013,1.504,1.5146,1.5009,1.5131
30/05/2013,1.5131,1.5237,1.5111,1.5232
31/05/2013,1.5232,1.524,1.5141,1.5198
03/06/2013,1.5175,1.5376,1.5169,1.5322
04/06/2013,1.5322,1.5343,1.5274,1.5312
05/06/2013,1.5313,1.5409,1.5291,1.5406
06/06/2013,1.5406,1.5684,1.5382,1.56
07/06/2013,1.56,1.5618,1.5489,1.5558
10/06/2013,1.5529,1.5587,1.5495,1.5572
11/06/2013,1.5572,1.5653,1.5521,1.5646
12/06/2013,1.5646,1.57,1.5634,1.568
13/06/2013,1.568,1.5738,1.5645,1.572
14/06/2013,1.572,1.5725,1.5616,1.5707
17/06/2013,1.5705,1.5752,1.5681,1.5721
18/06/2013,1.5721,1.5724,1.5566,1.5642
19/06/2013,1.5642,1.5677,1.545,1.5484
20/06/2013,1.5484,1.5517,1.5415,1.5509
21/06/2013,1.5509,1.5531,1.5368,1.5419
24/06/2013,1.5401,1.5465,1.5344,1.5434
25/06/2013,1.5434,1.5477,1.5398,1.5422
26/06/2013,1.5422,1.544,1.5298,1.5314
27/06/2013,1.5314,1.5346,1.5202,1.5259
28/06/2013,1.5259,1.5279,1.5166,1.5213
01/07/2013,1.5199,1.5249,1.5184,1.5217
02/07/2013,1.5217,1.5238,1.5137,1.5156
03/07/2013,1.5156,1.5305,1.513,1.5283
04/07/2013,1.5283,1.5289,1.5056,1.5072
05/07/2013,1.5072,1.508,1.4858,1.489
08/07/2013,1.4905,1.4966,1.4859,1.495
09/07/2013,1.495,1.4981,1.4814,1.4867
10/07/2013,1.4867,1.5018,1.4845,1.5015
11/07/2013,1.5015,1.5222,1.4999,1.5184
12/07/2013,1.5184,1.5189,1.5076,1.5107
15/07/2013,1.5109,1.5132,1.5028,1.51
16/07/2013,1.51,1.5169,1.5045,1.516
17/07/2013,1.516,1.5268,1.5079,1.5212
18/07/2013,1.5212,1.5242,1.5158,1.5227
19/07/2013,1.5227,1.5282,1.5197,1.5267
22/07/2013,1.5273,1.5384,1.5258,1.536
23/07/2013,1.536,1.5392,1.5327,1.5368
24/07/2013,1.5368,1.539,1.5289,1.5315
25/07/2013,1.5315,1.5435,1.5263,1.539
26/07/2013,1.539,1.5417,1.5356,1.5382
29/07/2013,1.5377,1.5414,1.5329,1.5339
30/07/2013,1.5339,1.5354,1.5224,1.5238
31/07/2013,1.5238,1.5254,1.5126,1.5207
01/08/2013,1.5207,1.5243,1.5111,1.512
02/08/2013,1.512,1.5309,1.5102,1.5294
05/08/2013,1.5288,1.5378,1.5259,1.5356
06/08/2013,1.5356,1.5392,1.5332,1.5349
07/08/2013,1.5349,1.5531,1.5206,1.5489
08/08/2013,1.5489,1.5574,1.5485,1.5539
09/08/2013,1.5539,1.5559,1.5497,1.5498
12/08/2013,1.5502,1.5522,1.5459,1.5461
13/08/2013,1.5461,1.5512,1.5427,1.5449
14/08/2013,1.5449,1.5547,1.5423,1.55
15/08/2013,1.55,1.5652,1.5496,1.5644
16/08/2013,1.5644,1.5657,1.5608,1.5629
19/08/2013,1.5627,1.5673,1.561,1.5648
20/08/2013,1.5648,1.5696,1.5629,1.5668
21/08/2013,1.5668,1.5718,1.5638,1.5665
22/08/2013,1.5665,1.5666,1.5563,1.5588
23/08/2013,1.5588,1.5638,1.5539,1.5569
26/08/2013,1.5575,1.5612,1.5557,1.5576
27/08/2013,1.5576,1.5592,1.5482,1.5547
28/08/2013,1.5547,1.5553,1.5429,1.5526
29/08/2013,1.5526,1.5548,1.5483,1.5504
30/08/2013,1.5504,1.5528,1.5463,1.5504
02/09/2013,1.5511,1.5594,1.5502,1.5544
03/09/2013,1.5544,1.5603,1.5522,1.5558
04/09/2013,1.5558,1.5647,1.5555,1.5626
05/09/2013,1.5626,1.5667,1.5573,1.559
06/09/2013,1.559,1.5681,1.5565,1.5633
09/09/2013,1.5635,1.5733,1.5607,1.5696
10/09/2013,1.5696,1.5744,1.5686,1.5734
11/09/2013,1.5734,1.5829,1.5719,1.5818
12/09/2013,1.5818,1.584,1.5776,1.5805
13/09/2013,1.5805,1.5885,1.5777,1.5876
16/09/2013,1.5874,1.5963,1.5871,1.5896
17/09/2013,1.5896,1.5936,1.5886,1.5904
18/09/2013,1.5904,1.6163,1.5893,1.6146
19/09/2013,1.6146,1.6153,1.6023,1.6032
20/09/2013,1.6032,1.6067,1.5987,1.6006
23/09/2013,1.6027,1.6073,1.5994,1.6042
24/09/2013,1.6042,1.6045,1.5956,1.6004
25/09/2013,1.6004,1.6088,1.598,1.6081
26/09/2013,1.6081,1.6096,1.6,1.6041
27/09/2013,1.6041,1.6147,1.603,1.6139
30/09/2013,1.6125,1.6203,1.6102,1.6186
01/10/2013,1.6186,1.626,1.6182,1.6195
02/10/2013,1.6195,1.6251,1.6163,1.6223
03/10/2013,1.6223,1.6241,1.6155,1.6156
04/10/2013,1.6156,1.6178,1.6006,1.601
07/10/2013,1.6026,1.61,1.6014,1.6097
08/10/2013,1.6097,1.6124,1.602,1.6084
09/10/2013,1.6084,1.6122,1.5916,1.5954
10/10/2013,1.5954,1.5979,1.5914,1.5968
11/10/2013,1.5968,1.6002,1.5924,1.5957
14/10/2013,1.595,1.6018,1.5947,1.5983
15/10/2013,1.5983,1.6009,1.5915,1.5998
16/10/2013,1.5998,1.6059,1.5894,1.5951
17/10/2013,1.5951,1.6172,1.594,1.6165
18/10/2013,1.6165,1.6225,1.6142,1.6167
21/10/2013,1.6172,1.6181,1.6133,1.6147
22/10/2013,1.6147,1.6248,1.6116,1.6236
23/10/2013,1.6236,1.6257,1.612,1.6164
24/10/2013,1.6164,1.6223,1.6138,1.6202
25/10/2013,1.6202,1.6247,1.6151,1.6165
28/10/2013,1.6173,1.6208,1.6125,1.6142
29/10/2013,1.6142,1.6145,1.6024,1.6047
30/10/2013,1.6047,1.6078,1.5999,1.6039
31/10/2013,1.6039,1.6069,1.6006,1.604
01/11/2013,1.604,1.6047,1.5909,1.5926
04/11/2013,1.5922,1.5978,1.5904,1.5968
05/11/2013,1.5968,1.6063,1.5949,1.6046
06/11/2013,1.6046,1.6118,1.6042,1.6081
07/11/2013,1.6081,1.6114,1.601,1.6097
08/11/2013,1.6097,1.6105,1.5957,1.6017
11/11/2013,1.601,1.6022,1.5966,1.5989
12/11/2013,1.5989,1.5992,1.5855,1.5905
13/11/2013,1.5905,1.6067,1.5879,1.6057
14/11/2013,1.6057,1.6101,1.5989,1.6066
15/11/2013,1.6066,1.6135,1.6048,1.6118
18/11/2013,1.6122,1.6149,1.6082,1.6109
19/11/2013,1.6109,1.6133,1.606,1.612
20/11/2013,1.612,1.6178,1.6088,1.6105
21/11/2013,1.6105,1.62,1.6073,1.6199
22/11/2013,1.6199,1.6227,1.6177,1.6226
25/11/2013,1.6229,1.624,1.6134,1.6155
26/11/2013,1.6155,1.6219,1.6139,1.6216
27/11/2013,1.6216,1.6331,1.6198,1.6287
28/11/2013,1.6287,1.6358,1.6277,1.6343
29/11/2013,1.6343,1.6384,1.6315,1.6368
02/12/2013,1.6371,1.6443,1.6343,1.6356
03/12/2013,1.6356,1.6437,1.6347,1.6391
04/12/2013,1.6391,1.6404,1.6328,1.6384
05/12/2013,1.6384,1.6404,1.6301,1.6333
06/12/2013,1.6333,1.6393,1.6294,1.6349
09/12/2013,1.6357,1.6433,1.6323,1.643
10/12/2013,1.643,1.6466,1.6419,1.6445
11/12/2013,1.6445,1.6458,1.634,1.6374
12/12/2013,1.6374,1.6418,1.6321,1.635
13/12/2013,1.635,1.636,1.6263,1.63
16/12/2013,1.6295,1.6349,1.6288,1.6297
17/12/2013,1.6297,1.6336,1.622,1.6264
18/12/2013,1.6264,1.6484,1.6262,1.6391
19/12/2013,1.6391,1.6397,1.6336,1.637
20/12/2013,1.637,1.6395,1.6316,1.6336
23/12/2013,1.6331,1.6375,1.6324,1.6356
24/12/2013,1.6356,1.6382,1.6323,1.6368
25/12/2013,1.6366,1.6393,1.6305,1.6351
26/12/2013,1.6351,1.6438,1.6347,1.6411
27/12/2013,1.6411,1.6578,1.6405,1.6483
30/12/2013,1.6481,1.6533,1.646,1.6501
31/12/2013,1.6501,1.658,1.6475,1.6557
01/01/2014,1.6557,1.6579,1.6522,1.6566
02/01/2014,1.6566,1.6603,1.6411,1.6453
03/01/2014,1.6453,1.6474,1.6395,1.6418
06/01/2014,1.6411,1.6434,1.6338,1.6406
07/01/2014,1.6406,1.6439,1.6374,1.6402
08/01/2014,1.6402,1.6472,1.6377,1.6448
09/01/2014,1.6448,1.6497,1.6441,1.6481
10/01/2014,1.6481,1.6517,1.6383,1.6483
13/01/2014,1.6475,1.6508,1.6347,1.6383
14/01/2014,1.6383,1.6464,1.6368,1.644
15/01/2014,1.644,1.6444,1.6323,1.6371
16/01/2014,1.6371,1.6383,1.6315,1.6354
17/01/2014,1.6354,1.6458,1.631,1.6424
20/01/2014,1.6416,1.6452,1.6396,1.6429
21/01/2014,1.6429,1.6486,1.64,1.6477
22/01/2014,1.6477,1.6587,1.6451,1.6575
23/01/2014,1.6575,1.6643,1.6557,1.6637
24/01/2014,1.6637,1.6668,1.6479,1.6482
27/01/2014,1.6479,1.6589,1.6475,1.6585
28/01/2014,1.6585,1.6625,1.6536,1.6579
29/01/2014,1.6579,1.6607,1.6526,1.6563
30/01/2014,1.6563,1.6568,1.6445,1.6485
31/01/2014,1.6485,1.6498,1.6427,1.6439
03/02/2014,1.6443,1.6446,1.629,1.6305
04/02/2014,1.6305,1.6345,1.6257,1.6325
05/02/2014,1.6325,1.6341,1.6252,1.6309
06/02/2014,1.6309,1.6349,1.6273,1.6322
07/02/2014,1.6322,1.6418,1.6302,1.6411
10/02/2014,1.641,1.6428,1.6383,1.6403
11/02/2014,1.6403,1.6487,1.6392,1.645
12/02/2014,1.645,1.66,1.6426,1.6596
13/02/2014,1.6595,1.6673,1.6593,1.6659
14/02/2014,1.6659,1.6756,1.6645,1.6747
17/02/2014,1.6747,1.6823,1.6696,1.6714
18/02/2014,1.6714,1.6742,1.6655,1.6684
19/02/2014,1.6684,1.6734,1.6637,1.668
20/02/2014,1.668,1.67,1.6626,1.6651
21/02/2014,1.6651,1.6725,1.6613,1.6616
24/02/2014,1.6623,1.6679,1.6584,1.6656
25/02/2014,1.6656,1.6727,1.6642,1.6681
26/02/2014,1.6681,1.6702,1.6622,1.6671
27/02/2014,1.6671,1.6699,1.6617,1.6688
28/02/2014,1.6688,1.6769,1.6677,1.6745
03/03/2014,1.6748,1.6755,1.6654,1.6667
04/03/2014,1.6667,1.6717,1.6641,1.6664
05/03/2014,1.6664,1.6742,1.6657,1.6722
06/03/2014,1.6722,1.6778,1.6686,1.674
07/03/2014,1.674,1.6786,1.6707,1.6713
10/03/2014,1.6719,1.6749,1.6622,1.6645
11/03/2014,1.6645,1.6653,1.6597,1.6617
12/03/2014,1.6617,1.6636,1.6569,1.6619
13/03/2014,1.6619,1.6718,1.6607,1.6624
14/03/2014,1.6624,1.6649,1.6587,1.6647
17/03/2014,1.6641,1.6666,1.6605,1.6637
18/03/2014,1.6637,1.6648,1.6546,1.6593
19/03/2014,1.6593,1.6654,1.6508,1.6541
20/03/2014,1.6541,1.6568,1.648,1.6504
21/03/2014,1.6504,1.6521,1.6476,1.6486
24/03/2014,1.649,1.6536,1.646,1.6498
25/03/2014,1.6498,1.6549,1.6481,1.6529
26/03/2014,1.6529,1.6597,1.651,1.6583
27/03/2014,1.6583,1.6647,1.6555,1.6611
28/03/2014,1.6611,1.6651,1.6598,1.6638
31/03/2014,1.6649,1.6684,1.6612,1.6662
01/04/2014,1.6662,1.6675,1.6619,1.663
02/04/2014,1.663,1.6664,1.6621,1.6626
03/04/2014,1.6626,1.6661,1.6571,1.6598
04/04/2014,1.6598,1.6606,1.6556,1.6575
07/04/2014,1.6572,1.6624,1.6566,1.6608
08/04/2014,1.6608,1.6755,1.6604,1.6747
09/04/2014,1.6747,1.6801,1.6725,1.6793
10/04/2014,1.6793,1.682,1.6754,1.6785
11/04/2014,1.6785,1.679,1.6718,1.6733
14/04/2014,1.6728,1.6744,1.6697,1.6729
15/04/2014,1.6729,1.6749,1.6661,1.673
16/04/2014,1.673,1.6818,1.672,1.6797
17/04/2014,1.6797,1.6842,1.6787,1.6794
18/04/2014,1.6794,1.6803,1.6774,1.6794
21/04/2014,1.6794,1.6819,1.6783,1.6792
22/04/2014,1.6792,1.6839,1.6786,1.6824
23/04/2014,1.6824,1.6836,1.6763,1.6782
24/04/2014,1.6782,1.6806,1.6766,1.6802
25/04/2014,1.6802,1.6831,1.679,1.6803
28/04/2014,1.6807,1.6858,1.6778,1.6807
29/04/2014,1.6807,1.6847,1.6793,1.6827
30/04/2014,1.6827,1.6901,1.6807,1.6873
01/05/2014,1.6873,1.692,1.687,1.6893
02/05/2014,1.6893,1.6895,1.6823,1.687
05/05/2014,1.6868,1.6887,1.6854,1.6866
06/05/2014,1.6866,1.6996,1.6865,1.6975
07/05/2014,1.6975,1.6986,1.6951,1.6952
08/05/2014,1.6953,1.6975,1.6924,1.6932
09/05/2014,1.6932,1.6938,1.6832,1.6851
12/05/2014,1.6842,1.6903,1.684,1.6868
13/05/2014,1.6868,1.6883,1.6819,1.6826
14/05/2014,1.6826,1.6875,1.6754,1.6767
15/05/2014,1.6767,1.6806,1.6732,1.679
16/05/2014,1.679,1.6841,1.6784,1.6811
19/05/2014,1.6811,1.6845,1.6806,1.6814
20/05/2014,1.6814,1.6865,1.6802,1.6838
21/05/2014,1.6838,1.6921,1.6832,1.69
22/05/2014,1.69,1.6918,1.6852,1.687
23/05/2014,1.687,1.6875,1.6813,1.6832
26/05/2014,1.6832,1.6853,1.682,1.6843
27/05/2014,1.6843,1.6882,1.6783,1.681
28/05/2014,1.681,1.6816,1.6698,1.6711
29/05/2014,1.6711,1.6741,1.6693,1.6717
30/05/2014,1.6717,1.6778,1.6714,1.6755
02/06/2014,1.6764,1.6771,1.6725,1.6746
03/06/2014,1.6746,1.6782,1.6731,1.6749
04/06/2014,1.6749,1.6769,1.6699,1.6737
05/06/2014,1.6737,1.6825,1.6723,1.682
06/06/2014,1.682,1.6845,1.6781,1.6802
09/06/2014,1.6801,1.6832,1.6784,1.6803
10/06/2014,1.6803,1.6818,1.6743,1.6756
11/06/2014,1.6756,1.6811,1.6738,1.6788
12/06/2014,1.6788,1.6931,1.6786,1.6929
13/06/2014,1.6929,1.6992,1.6922,1.6968
16/06/2014,1.697,1.7011,1.696,1.6984
17/06/2014,1.6984,1.6989,1.6938,1.6965
18/06/2014,1.6965,1.7003,1.6923,1.6994
19/06/2014,1.6994,1.7063,1.6975,1.7039
20/06/2014,1.7039,1.7061,1.7003,1.7013
23/06/2014,1.7011,1.7049,1.7002,1.7027
24/06/2014,1.7027,1.7032,1.6966,1.6986
25/06/2014,1.6986,1.7005,1.6953,1.6983
26/06/2014,1.6983,1.704,1.6971,1.7027
27/06/2014,1.7027,1.7052,1.7007,1.7035
30/06/2014,1.7026,1.7115,1.7009,1.7106
01/07/2014,1.7106,1.7166,1.7096,1.715
02/07/2014,1.715,1.7177,1.7141,1.7166
03/07/2014,1.7166,1.7167,1.7103,1.7155
04/07/2014,1.7155,1.718,1.7132,1.716
07/07/2014,1.7161,1.7171,1.7108,1.7128
08/07/2014,1.7128,1.7148,1.7086,1.7131
09/07/2014,1.7131,1.7161,1.7094,1.7158
10/07/2014,1.7158,1.7168,1.7105,1.7132
11/07/2014,1.7132,1.7151,1.7094,1.7116
14/07/2014,1.7114,1.7144,1.707,1.7084
15/07/2014,1.7084,1.7192,1.706,1.7143
16/07/2014,1.7143,1.7151,1.7114,1.7137
17/07/2014,1.7137,1.7144,1.7086,1.7101
18/07/2014,1.7101,1.7118,1.7037,1.7088
21/07/2014,1.7086,1.7099,1.7056,1.7076
22/07/2014,1.7076,1.7083,1.7042,1.7065
23/07/2014,1.7065,1.7095,1.7024,1.7044
24/07/2014,1.7044,1.7054,1.6967,1.6986
25/07/2014,1.6986,1.6998,1.6962,1.6975
28/07/2014,1.6973,1.7001,1.697,1.6983
29/07/2014,1.6983,1.6995,1.6934,1.6944
30/07/2014,1.6944,1.6955,1.689,1.6913
31/07/2014,1.6913,1.6927,1.6857,1.6886
01/08/2014,1.6886,1.6893,1.6814,1.6821
04/08/2014,1.6825,1.6864,1.6814,1.6863
05/08/2014,1.6863,1.6889,1.6845,1.6886
06/08/2014,1.6886,1.6888,1.6822,1.6853
07/08/2014,1.6853,1.6864,1.6824,1.6833
08/08/2014,1.6833,1.6834,1.6767,1.6773
11/08/2014,1.6782,1.6796,1.6771,1.6787
12/08/2014,1.6787,1.6816,1.6757,1.6812
13/08/2014,1.6812,1.6844,1.6686,1.6688
14/08/2014,1.6688,1.6697,1.6658,1.6686
15/08/2014,1.6686,1.6702,1.6677,1.6693
18/08/2014,1.6727,1.6739,1.6713,1.6728
19/08/2014,1.6728,1.6729,1.6611,1.6617
20/08/2014,1.6617,1.6679,1.659,1.6595
21/08/2014,1.6595,1.6601,1.6564,1.658
22/08/2014,1.658,1.6596,1.6562,1.6572
25/08/2014,1.658,1.6598,1.6501,1.6579
26/08/2014,1.6579,1.6595,1.654,1.654
27/08/2014,1.654,1.6605,1.6537,1.6576
28/08/2014,1.6576,1.6614,1.6567,1.6586
29/08/2014,1.6586,1.6614,1.6563,1.6598
01/09/2014,1.6593,1.6644,1.6586,1.6608
02/09/2014,1.6608,1.6615,1.6468,1.647
03/09/2014,1.647,1.6497,1.644,1.6461
04/09/2014,1.6461,1.6466,1.633,1.6331
05/09/2014,1.6331,1.634,1.6283,1.6327
08/09/2014,1.6193,1.6233,1.6099,1.6104
09/09/2014,1.6104,1.6157,1.606,1.6106
10/09/2014,1.6106,1.623,1.6052,1.6211
11/09/2014,1.6211,1.6271,1.6186,1.6255
12/09/2014,1.6255,1.6277,1.6205,1.6268
15/09/2014,1.6273,1.6279,1.6221,1.6233
16/09/2014,1.6233,1.6312,1.6162,1.6277
17/09/2014,1.6277,1.6358,1.6249,1.6276
18/09/2014,1.6276,1.6409,1.6247,1.6396
19/09/2014,1.6395,1.6525,1.6285,1.6288
22/09/2014,1.6289,1.6368,1.6286,1.6361
23/09/2014,1.6361,1.6416,1.6303,1.6388
24/09/2014,1.6388,1.6413,1.6328,1.634
25/09/2014,1.634,1.6343,1.6276,1.6318
26/09/2014,1.6318,1.6333,1.6238,1.625
29/09/2014,1.6242,1.6274,1.6215,1.6241
30/09/2014,1.6241,1.6287,1.6167,1.6213
01/10/2014,1.6213,1.6252,1.6162,1.6186
02/10/2014,1.6186,1.625,1.6113,1.6145
03/10/2014,1.6145,1.6159,1.5952,1.5973
06/10/2014,1.597,1.6099,1.5944,1.6084
07/10/2014,1.6084,1.6129,1.6027,1.6096
08/10/2014,1.6096,1.6182,1.6032,1.6169
09/10/2014,1.6169,1.6227,1.6105,1.6117
10/10/2014,1.6117,1.6136,1.6009,1.6076
13/10/2014,1.6072,1.6127,1.6051,1.6085
14/10/2014,1.6085,1.6098,1.5898,1.5904
15/10/2014,1.5904,1.6068,1.5875,1.602
16/10/2014,1.602,1.6097,1.5942,1.6087
17/10/2014,1.6087,1.6126,1.603,1.6093
20/10/2014,1.6118,1.6179,1.608,1.6165
21/10/2014,1.6165,1.6184,1.611,1.6113
22/10/2014,1.6113,1.6131,1.6012,1.605
23/10/2014,1.605,1.606,1.5995,1.603
24/10/2014,1.603,1.6099,1.6017,1.609
27/10/2014,1.6096,1.6147,1.6079,1.612
28/10/2014,1.612,1.6183,1.6088,1.613
29/10/2014,1.613,1.6161,1.6003,1.6012
30/10/2014,1.6012,1.6038,1.5952,1.6002
31/10/2014,1.6002,1.6011,1.5942,1.5995
03/11/2014,1.5975,1.6023,1.5927,1.5972
04/11/2014,1.5972,1.6016,1.5965,1.6003
05/11/2014,1.6003,1.6022,1.5869,1.5976
06/11/2014,1.5976,1.6002,1.5824,1.5832
07/11/2014,1.5832,1.5887,1.5791,1.5869
10/11/2014,1.5877,1.5918,1.5841,1.5842
11/11/2014,1.5842,1.5945,1.5835,1.5919
12/11/2014,1.5919,1.5941,1.5776,1.5779
13/11/2014,1.5779,1.5781,1.5694,1.5711
14/11/2014,1.5711,1.5712,1.5593,1.5669
17/11/2014,1.5692,1.5736,1.562,1.5641
18/11/2014,1.5641,1.5679,1.563,1.5633
19/11/2014,1.5633,1.5721,1.559,1.5682
20/11/2014,1.5682,1.5737,1.5632,1.5692
21/11/2014,1.5692,1.5714,1.5626,1.5656
24/11/2014,1.5658,1.5715,1.5629,1.5706
25/11/2014,1.5706,1.5736,1.5649,1.5708
26/11/2014,1.5708,1.5806,1.5679,1.5792
27/11/2014,1.5792,1.5826,1.5717,1.5736
28/11/2014,1.5736,1.5739,1.5614,1.5645
01/12/2014,1.5643,1.5764,1.5586,1.573
02/12/2014,1.573,1.5743,1.5632,1.5637
03/12/2014,1.5637,1.5719,1.562,1.5686
04/12/2014,1.5686,1.5726,1.5644,1.5673
05/12/2014,1.5673,1.5695,1.5569,1.558
08/12/2014,1.558,1.5679,1.5542,1.5653
09/12/2014,1.5653,1.5717,1.5626,1.5668
10/12/2014,1.5668,1.5719,1.5648,1.5715
11/12/2014,1.5715,1.5757,1.5652,1.5732
12/12/2014,1.5732,1.5747,1.5695,1.5716
15/12/2014,1.5717,1.5747,1.5602,1.5638
16/12/2014,1.5638,1.5786,1.5612,1.575
17/12/2014,1.575,1.5755,1.5541,1.5575
18/12/2014,1.5575,1.5677,1.5549,1.567
19/12/2014,1.567,1.5682,1.5606,1.5626
22/12/2014,1.563,1.5665,1.5573,1.559
23/12/2014,1.559,1.5609,1.5486,1.5522
24/12/2014,1.5522,1.5564,1.5504,1.5558
25/12/2014,1.5558,1.5573,1.5536,1.5559
26/12/2014,1.5559,1.557,1.5537,1.5558
29/12/2014,1.5562,1.5586,1.5508,1.5517
30/12/2014,1.5517,1.5574,1.5501,1.5562
31/12/2014,1.5562,1.562,1.555,1.5577
01/01/2015,1.5577,1.559,1.5574,1.5586
02/01/2015,1.5584,1.5587,1.5327,1.5328
05/01/2015,1.5335,1.5337,1.5176,1.525
06/01/2015,1.525,1.5274,1.5142,1.5151
07/01/2015,1.5151,1.5156,1.5055,1.511
08/01/2015,1.511,1.5118,1.5035,1.509
09/01/2015,1.509,1.5176,1.5078,1.516
12/01/2015,1.5182,1.5194,1.5099,1.5171
13/01/2015,1.5171,1.5191,1.5078,1.516
14/01/2015,1.516,1.5269,1.5145,1.5234
15/01/2015,1.5234,1.5267,1.515,1.5183
16/01/2015,1.5183,1.5235,1.5075,1.515
19/01/2015,1.516,1.5179,1.5109,1.5113
20/01/2015,1.5113,1.52,1.5058,1.5145
21/01/2015,1.5145,1.518,1.5077,1.5142
22/01/2015,1.5142,1.5213,1.4973,1.501
23/01/2015,1.501,1.5036,1.4952,1.4989
26/01/2015,1.4998,1.5104,1.4966,1.5078
27/01/2015,1.5078,1.5224,1.506,1.5197
28/01/2015,1.5197,1.5219,1.5131,1.5139
29/01/2015,1.5139,1.5162,1.5019,1.5067
30/01/2015,1.5067,1.5096,1.4989,1.506
02/02/2015,1.5074,1.5101,1.5006,1.5039
03/02/2015,1.5039,1.5198,1.4989,1.5166
04/02/2015,1.5166,1.5251,1.5139,1.5182
05/02/2015,1.5182,1.5344,1.5167,1.5328
06/02/2015,1.5328,1.5352,1.5212,1.5243
09/02/2015,1.5269,1.5269,1.5201,1.5215
10/02/2015,1.5215,1.5276,1.5197,1.5254
11/02/2015,1.5254,1.53,1.5219,1.5238
12/02/2015,1.5238,1.5415,1.521,1.5384
13/02/2015,1.5384,1.5422,1.5371,1.5395
16/02/2015,1.5404,1.544,1.534,1.5363
17/02/2015,1.5363,1.5402,1.5317,1.5354
18/02/2015,1.5354,1.548,1.5342,1.5436
19/02/2015,1.5436,1.5465,1.5404,1.5414
20/02/2015,1.5414,1.5434,1.5344,1.5399
23/02/2015,1.5394,1.5475,1.5333,1.5457
24/02/2015,1.5457,1.5474,1.5402,1.5454
25/02/2015,1.5454,1.5539,1.5447,1.5528
26/02/2015,1.5528,1.5552,1.5395,1.5407
27/02/2015,1.5407,1.5459,1.5384,1.5438
02/03/2015,1.5435,1.545,1.5352,1.5366
03/03/2015,1.5366,1.5398,1.5345,1.5361
04/03/2015,1.5361,1.5372,1.5252,1.5265
05/03/2015,1.5265,1.527,1.5215,1.524
06/03/2015,1.524,1.5256,1.5032,1.5037
09/03/2015,1.5041,1.5137,1.5027,1.5128
10/03/2015,1.5128,1.5131,1.5029,1.507
11/03/2015,1.507,1.5097,1.4893,1.493
12/03/2015,1.493,1.5027,1.485,1.4883
13/03/2015,1.4883,1.4897,1.47,1.4744
16/03/2015,1.4748,1.4853,1.4733,1.4829
17/03/2015,1.4829,1.4845,1.4724,1.4749
18/03/2015,1.4749,1.5166,1.4635,1.4978
19/03/2015,1.4978,1.501,1.4689,1.4753
20/03/2015,1.4753,1.4989,1.4722,1.4949
23/03/2015,1.4956,1.499,1.4839,1.4952
24/03/2015,1.4953,1.4984,1.4843,1.4851
25/03/2015,1.4851,1.4954,1.4831,1.488
26/03/2015,1.488,1.4994,1.4807,1.4849
27/03/2015,1.4849,1.4922,1.4797,1.4879
30/03/2015,1.4878,1.4901,1.4753,1.481
31/03/2015,1.481,1.4871,1.4756,1.4818
01/04/2015,1.4818,1.4872,1.474,1.4823
02/04/2015,1.4823,1.4868,1.4777,1.4829
03/04/2015,1.4829,1.4945,1.4811,1.492
06/04/2015,1.4915,1.4981,1.4871,1.488
07/04/2015,1.488,1.4921,1.4803,1.4808
08/04/2015,1.4808,1.4973,1.4808,1.4866
09/04/2015,1.4866,1.4886,1.4685,1.4713
10/04/2015,1.4713,1.4725,1.4587,1.4632
13/04/2015,1.4643,1.4681,1.4566,1.4676
14/04/2015,1.4676,1.4802,1.4604,1.4782
15/04/2015,1.4782,1.4853,1.4701,1.4842
16/04/2015,1.4842,1.497,1.4813,1.4934
17/04/2015,1.4934,1.5054,1.4917,1.4962
20/04/2015,1.496,1.4984,1.4888,1.4907
21/04/2015,1.4907,1.4973,1.4857,1.4926
22/04/2015,1.4926,1.508,1.4913,1.5037
23/04/2015,1.5037,1.507,1.496,1.5057
24/04/2015,1.5057,1.5188,1.5028,1.5188
27/04/2015,1.5172,1.5262,1.5107,1.5238
28/04/2015,1.5238,1.5343,1.5176,1.5339
29/04/2015,1.5339,1.5498,1.5328,1.5438
30/04/2015,1.5438,1.5492,1.5304,1.5351
01/05/2015,1.5351,1.5397,1.5115,1.5148
04/05/2015,1.5154,1.5175,1.509,1.512
05/05/2015,1.512,1.5218,1.5089,1.5182
06/05/2015,1.5182,1.5291,1.515,1.5246
